Seniority;Status;Category;FirstDivision;SecondDivision;RFEF1;RFEF2;RFEF3;Preferent;Regional1;Regional2;Regional3;Junior;Male;Sex;YearBorn;Age;DateBorn;MadridBorn;PlaceBorn;Spanish;PostCode;City;MainRef;AssRef;Role;textCategory;MadridOffice;AlcalaOffice;AranjuezOffice;Office;;Weight;Height;Profession;StartYear;StartDate;StartAge;DropYear;DropDate;DropAge;talent
12;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1990;31;28/04/1990;1;MADRID;1;28912;Leganés;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;68;183;;2009;01/06/2009;19;2019;30/06/2019;29;0
12;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1991;30;26/02/1991;1;MADRID;1;28110;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2009;01/12/2009;18;2014;30/06/2014;23;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;16/09/1999;1;ALCORCON;1;28925;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;70;180;;2019;12/09/2019;20;;;;0
7;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1993;28;24/05/1993;1;MADRID;1;28044;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;75;183;Ingeniero Geomático;2014;28/10/2014;21;2019;30/06/2019;26;0
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;30/11/1979;1;MADRID;1;28019;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1996;01/03/1996;17;2014;30/06/2014;35;0
20;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1981;40;06/03/1981;0;PALMA DE MALLORCA;1;28045;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;ESTUDIANTE;2001;03/10/2001;20;2014;30/06/2014;33;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;20/12/2002;1;ALCORCON;1;28923;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;54;1.72;;2018;18/07/2018;16;;;;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1978;43;01/04/1978;0;OVIEDO (ASTURIAS);1;28040;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;11/01/2001;23;2014;30/06/2014;36;0
3;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;2002;19;04/12/2002;1;MOSTOLES;1;28914;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;61;166;;2018;20/03/2018;16;2020;30/06/2020;18;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;11/03/1998;1;MADRID;1;28521;Rivas-Vaciamadrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;26/06/2014;16;2017;30/06/2017;19;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2003;18;20/02/2003;1;MADRID;1;28938;Móstoles;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2018;16/02/2018;15;;;;0
14;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;10/07/1989;0;BURGOS;1;28040;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2007;01/11/2007;18;2014;30/06/2014;25;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1974;47;26/07/1974;1;MADRID;1;28320;Pinto;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;PINTOR;1999;06/05/1999;25;2014;30/06/2014;40;0
11;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1992;29;17/03/1992;1;MADRID;1;28701;San Sebastián De Los Reyes;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;83;181;FUNCIONARIO;2010;02/11/2010;18;;;;0
16;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1990;31;23/08/1990;1;LEGANES (MADRID);1;28970;Humanes De Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;2005;15/09/2005;15;2015;30/06/2015;25;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;26/04/2000;0;PARAGUAY;1;28031;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;78;172;;2019;16/08/2019;19;;;;1
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2001;20;11/02/2001;1;MADRID;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;63;1.76;;2017;17/03/2017;16;;;;1
9;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1980;41;23/01/1980;1;MADRID;1;28934;Móstoles;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ANALISTA DE RIESGOS;2012;----------;32;2014;30/06/2014;34;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;23/10/1992;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;;2012;30/10/2012;20;2015;30/06/2015;23;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1980;41;09/07/1980;0;CARAVACA (MURCIA);1;28043;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2001;13/02/2001;21;2014;30/06/2014;34;0
23;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1981;40;08/01/1981;0;SALAMANCA;1;28804;Alcalá De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;MILITAR;1998;12/02/1998;17;2009;30/06/2009;28;0
20;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1982;39;20/04/1982;1;MADRID;1;28032;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;76;173;PROFESOR;2001;15/06/2001;19;;;;0
22;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1982;39;26/02/1982;1;MADRID;1;28820;Coslada;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;1999;28/10/1999;17;2014;30/06/2014;32;0
7;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1998;23;13/12/1998;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2014;26/06/2014;16;2019;30/06/2019;21;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;30/03/1996;1;MADRID;1;28981;Parla;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;;2016;27/04/2016;20;;;;0
6;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1999;22;29/10/1999;1;MADRID;1;28924;Alcorcón;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;69;1.78;Estudiante;2015;27/10/2015;16;;;;1
16;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1988;33;01/09/1988;1;ALCALA DE HENARES;1;28804;Madrid;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;APRENDIZ DE MECANICO;2005;01/01/2005;17;2014;30/06/2014;26;0
19;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1978;43;11/07/1978;0;OVIEDO;1;28039;Madrid;1;0;ARBITRO;PREFERENTE;0;1;0;ALCALA DE HENARES;;;;ARQUITECTO TECNICO;2002;05/04/2002;24;2017;30/06/2017;39;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;13/01/1999;1;MADRID;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;18/11/2015;16;2018;30/06/2018;19;0
9;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;29/07/1995;1;MADRID;1;28020;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;Seguridad Privada;2012;13/04/2012;17;;;;0
15;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1980;41;26/11/1980;1;MADRID;1;28250;Torrelodones;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;CONSULTOR INFORMATICO;2006;07/09/2006;26;2014;30/06/2014;34;0
5;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1989;32;04/12/1989;0;GRANADA;1;28901;Getafe;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2016;20/12/2016;27;2018;30/06/2018;29;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1974;47;14/07/1974;1;MADRID;1;28012;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;02/07/1999;25;2014;30/06/2014;40;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1981;40;22/01/1981;0;ZAMORA;1;28035;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;13/02/2001;20;2014;30/06/2014;33;0
30;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1974;47;11/02/1974;1;MADRID;1;28340;Valdemoro;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;;;JEFE DE VENTAS;1991;01/04/1991;17;2014;30/06/2014;40;0
12;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1990;31;16/12/1990;0;FIGUERAS;1;28017;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;68;1.74;Abogado;2009;01/07/2009;19;2021;25/06/2021;31;0
3;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;2000;21;10/08/2000;0;LORCA;1;28903;Getafe;0;1;ARBITRO ASISTENTE;A.A. PREFERENTE;1;0;0;MADRID;;;;;2018;25/07/2018;18;;;;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1970;51;07/04/1970;1;ARANJUEZ;1;28300;Aranjuez;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;ELECTRICISTA;1993;01/04/1993;23;2014;30/06/2014;44;0
0;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1999;22;05/07/1999;0;SAN SEBASTIAN;1;28002;Madrid;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;65;1.7;Estudiante;2021;30/07/2021;22;2021;;22;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1983;38;17/05/1983;1;MADRID;1;28025;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2012;----------;29;2014;30/06/2014;31;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;09/06/2000;1;MADRID;1;28032;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;64;172;;2018;27/07/2018;18;;;;0
2;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;04/10/2000;1;MADRID;1;28017;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;24/01/2019;19;2021;30/06/2021;21;0
10;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1978;43;16/09/1978;1;SAN LORANZO DEL ESCORIAL;1;28440;Guadarrama;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2011;22/12/2011;33;2016;30/06/2016;38;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1993;28;29/05/1993;1;MADRID;1;28031;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2011;09/12/2011;18;2016;30/06/2016;23;0
19;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1983;38;13/05/1983;1;MADRID;1;28600;Navalcarnero;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;2002;23/09/2002;19;2018;30/06/2018;35;0
12;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;10/09/1991;1;MOSTOLES;1;28970;Humanes De Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;69;1.74;ADMINISTRATIVO;2009;12/01/2009;18;;;;0
16;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1987;34;05/10/1987;1;MADRID;1;28013;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2005;26/09/2005;18;2014;30/06/2014;27;0
27;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;11/09/1976;1;MADRID;1;28980;Parla;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1994;01/04/1994;18;2014;30/06/2014;38;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1984;37;02/07/1984;1;MADRID;1;28007;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;06/09/2001;17;2014;30/06/2014;30;0
2;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1994;27;11/07/1994;0;Plasencia;1;28038;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;0;0;1;ARANJUEZ;;68;1.64;;2019;09/07/2019;25;2019;19/12/2019;25;0
8;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1986;35;26/05/1986;1;MADRID;1;19208;Alovera;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;80;1.8;Policía Nacional;2013;04/11/2013;27;;;;0
18;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1988;33;14/02/1988;1;MADRID;1;28830;San Fernando De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2003;12/12/2003;15;2014;30/06/2014;26;0
26;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1975;46;24/07/1975;1;MADRID;1;28905;Getafe;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;FUNCIONARIO MIN. INTERIOR;1995;01/03/1995;20;2014;30/06/2014;39;0
29;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1975;46;22/08/1975;1;MADRID;1;28045;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;MATEMATICO;1992;01/01/1992;17;2014;30/06/2014;39;0
2;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1996;25;22/05/1996;0;GIJON;1;28028;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2019;06/09/2019;23;2019;;23;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1966;55;29/04/1966;0;ARMENIA (QUINDIO);1;28042;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;PINTOR;1999;22/11/1999;33;2014;30/06/2014;48;0
20;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1979;42;21/07/1979;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;;;AUDITOR;2001;15/11/2001;22;2014;30/06/2014;35;0
28;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1971;50;20/08/1971;1;MADRID;1;28024;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;EMPRESARIO;1993;01/03/1993;22;2014;30/06/2014;43;0
10;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1994;27;13/09/1994;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;PREFERENTE;0;0;1;ARANJUEZ;;71;1.82;;2011;18/10/2011;17;;;;0
28;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1977;44;10/05/1977;1;MADRID;1;28021;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;ELECTRICISTA;1993;01/12/1993;16;2014;30/06/2014;37;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;31/07/1979;1;MADRID;1;28021;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;11/01/2001;22;2014;30/06/2014;35;0
26;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;15/08/1973;1;MADRID;1;28050;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1995;01/03/1995;22;2014;30/06/2014;41;0
12;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1985;36;23/12/1985;1;MADRID;1;28018;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;INFORMATICO;2009;01/05/2009;24;2017;30/06/2017;32;0
23;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1974;47;12/09/1974;1;MADRID;1;28017;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;PROFESOR ED. FISICA;1998;25/06/1998;24;2014;30/06/2014;40;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1978;43;27/02/1978;0;BARCELONA;1;28905;Getafe;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;MILITAR PROFESIONAL;2001;28/09/2001;23;2014;30/06/2014;36;0
20;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1969;52;11/06/1969;1;MADRID;1;28400;Collado Villalba;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ADMINISTRATIVO;2001;11/01/2001;32;2014;30/06/2014;45;0
31;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;08/01/1976;1;MADRID;1;28803;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;SOLDADOR;1990;01/07/1990;14;2014;30/06/2014;38;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;08/07/1995;0;MALAGA;1;28300;Aranjuez;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;;2017;17/11/2017;22;;;;0
3;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;07/07/1998;0;DURANGO;1;28004;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2018;25/09/2018;20;2019;30/06/2019;21;0
14;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1990;31;22/06/1990;1;MADRID;1;28002;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2007;11/07/2007;17;2014;30/06/2014;24;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1994;27;12/01/1994;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2010;15/12/2010;16;2014;30/06/2014;20;0
20;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1987;34;15/06/1987;1;MADRID;1;28935;Móstoles;0;1;ARBITRO ASISTENTE;A.A. PREFERENTE;1;0;0;MADRID;;;;ESTUDIANTE;2001;11/01/2001;14;2019;30/06/2019;32;0
16;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1980;41;02/09/1980;0;BOLIVIA;1;28030;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;INFORMATICO;2005;22/11/2005;25;2014;30/06/2014;34;0
8;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1997;24;23/06/1997;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;;2013;30/04/2013;16;;;;0
15;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;18/07/1991;1;MADRID;1;28222;Majadahonda;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2006;05/10/2006;15;2014;30/06/2014;23;0
28;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1975;46;03/08/1975;1;MADRID;1;28047;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/01/1993;18;2014;30/06/2014;39;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;25/12/2000;1;MADRID;1;28026;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;60;168;;2018;18/10/2018;18;;;;0
9;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1995;26;02/04/1995;0;POPAYAN;1;28970;Humanes De Madrid;1;0;ARBITRO;EXCEDENCIA PREFERENTE;1;0;0;MADRID;;70;1.72;Ingeniero de edificación;2012;26/11/2012;17;2019;;24;1
15;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1989;32;03/03/1989;1;MADRID;1;28021;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;INGENIERO CIVIL;2006;08/09/2006;17;;;;0
4;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1996;25;29/02/1996;1;SAN LORENZO DEL ESCORIAL;1;28420;Galapagar;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2017;17/11/2017;21;2021;25/06/2021;25;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2003;18;29/01/2003;1;MADRID;1;28660;Boadilla Del Monte;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;65;1.75;ESTUDIANTE;2018;05/09/2018;15;;;;0
13;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;17/02/1992;1;LEGANES (MADRID);1;28914;Leganés;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2008;13/02/2008;16;2014;30/06/2014;22;0
15;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;1991;30;07/01/1991;1;MADRID;1;28220;Majadahonda;1;0;ARBITRO;TERCERA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;2006;08/09/2006;15;;;;0
5;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1996;25;22/03/1996;0;MEDELLIN (COLOMBIA);1;28903;Getafe;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;Estudiante;2016;21/11/2016;20;2019;30/06/2019;23;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1986;35;16/10/1986;1;MADRID;1;28916;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;10/03/2015;29;2018;30/06/2018;32;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;08/12/1992;1;LEGANES;1;28905;Getafe;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;60;180;ESTUDIANTE;2011;21/03/2011;19;2018;30/06/2018;26;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;07/07/1998;1;MADRID;1;28680;San Martín De Valdeiglesias;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;18/11/2015;17;2020;30/06/2020;22;0
8;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1999;22;29/09/1999;1;MADRID;1;28017;Madrid;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2013;05/11/2013;14;2020;30/06/2020;21;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1975;46;29/09/1975;1;MADRID;1;28912;Leganés;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/12/1993;18;2014;30/06/2014;39;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2001;20;11/01/2001;1;MADRID;1;28942;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2018;18/07/2018;17;;;;0
17;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1977;44;18/02/1977;1;MADRID;1;28934;Móstoles;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;MONITOR DE FITNESS;2004;03/09/2004;27;2014;30/06/2014;37;0
6;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1990;31;27/01/1990;0;GUAYAQUIL;1;28982;Parla;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;85;1.9;;2015;10/03/2015;25;2020;15/07/2020;30;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2000;21;02/06/2000;1;MADRID;1;28925;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2016;05/02/2016;16;;;;0
17;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;29/05/1973;1;MADRID;1;28019;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;SERV LIMPIEZA MUNICIPAL;2004;24/05/2004;31;2014;30/06/2014;41;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1997;24;08/07/1997;0;CASTELLON;1;28903;Getafe;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;07/09/2015;18;2016;30/06/2016;19;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1996;25;14/10/1996;1;MADRID;1;28014;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;92;1.91;;2018;16/02/2018;22;;;;0
13;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1982;39;01/05/1982;1;MADRID;1;28021;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;CRISTALERO;2008;18/04/2008;26;2014;30/06/2014;32;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;01/06/1999;1;Madrid;1;28939;Arroyomolinos;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;70;173;Estudiante;2014;26/06/2014;15;2019;15/07/2019;20;0
8;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;30/06/1991;0;MURCIA;1;28760;Tres Cantos;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2013;03/09/2013;22;2014;30/06/2014;23;0
19;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1978;43;25/07/1978;1;MADRID;1;28850;Torrejón De Ardoz;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2002;27/06/2002;24;2014;30/06/2014;36;0
3;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1998;23;27/10/1998;1;LEGANÉS;1;28912;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;78;191;ESTUDIANTE;2018;20/03/2018;20;2020;30/06/2020;22;1
