Seniority;Status;Category;FirstDivision;SecondDivision;RFEF1;RFEF2;RFEF3;Preferent;Regional1;Regional2;Regional3;Junior;Male;Sex;YearBorn;Age;DateBorn;MadridBorn;PlaceBorn;Spanish;PostCode;City;MainRef;AssRef;Role;textCategory;MadridOffice;AlcalaOffice;AranjuezOffice;Office;;Weight;Height;Profession;StartYear;StartDate;StartAge;DropYear;DropDate;DropAge;talent
3;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;25/01/2002;1;MADRID;1;28660;Boadilla Del Monte;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2018;05/09/2018;16;;;;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;24/01/1994;1;MADRID;1;28019;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2017;22/11/2017;23;;;;0
14;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1979;42;29/05/1979;0;SALAMANCA;1;28860;Paracuellos De Jarama;1;0;ARBITRO;PRIMERA AFICIONADOS;0;1;0;ALCALA DE HENARES;;70;176;INGENIERO TECNICO;2007;14/11/2007;28;2019;30/06/2019;40;0
13;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;03/02/1978;0;SALAMANCA;1;28033;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;62.5;164;ADMINISTRATIVO;2008;13/02/2008;30;;;;0
6;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1996;25;17/10/1996;1;MADRID;1;28019;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2015;10/03/2015;19;;;;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1996;25;29/10/1996;1;MOSTOLES;1;28923;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;73;172;;2019;08/10/2019;23;;;;0
11;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1988;33;05/08/1988;1;MADRID;1;28290;Las Rozas de Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2010;30/06/2010;22;2014;30/06/2014;26;0
6;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1998;23;19/07/1998;1;MADRID;1;28042;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2015;27/10/2015;17;2021;30/06/2021;23;0
26;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1977;44;31/10/1977;1;MADRID;1;28803;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;1995;01/02/1995;18;2014;30/06/2014;37;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;13/11/1973;1;MADRID;1;28043;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ACTUARIO (SEGURIDAD SOCIA;1993;01/12/1993;20;2014;30/06/2014;41;0
4;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1995;26;26/05/1995;0;SALAMANCA;1;28033;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;75;174;;2017;16/10/2017;22;2018;30/06/2018;23;0
0;1;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;2005;16;08/03/2005;1;Madrid;1;28250;Torrelodones;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;Estudiante;2021;07/01/2021;16;;;;0
10;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;25/11/1993;1;MADRID;1;28350;Ciempozuelos;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;;2011;19/10/2011;18;2014;30/06/2014;21;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;1998;23;03/12/1998;1;MADRID;1;28822;Coslada;1;0;ARBITRO;TERCERA REGIONAL;0;1;0;ALCALA DE HENARES;;;;;2018;14/09/2018;20;;;;0
14;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1979;42;12/02/1979;0;BILBAO;1;28034;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;FUNCIONARIO;2007;19/07/2007;28;2014;30/06/2014;35;0
14;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1990;31;23/09/1990;1;MOSTOLES;1;28340;Valdemoro;1;0;ARBITRO;PRIMERA AFICIONADOS;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2007;01/02/2007;17;2014;30/06/2014;24;0
4;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;26/03/1999;1;FUENLABRADA;1;28943;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;67.7;1.73;Estudiante;2017;17/03/2017;18;;;;0
23;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;23/11/1979;1;MADRID;1;28915;Leganés;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1998;01/05/1998;19;2014;30/06/2014;35;0
2;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1995;26;05/06/1995;0;PALMA DE MALLORCA;1;28224;Pozuelo De Alarcón;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;73;1.8;Estudiante;2019;11/09/2019;24;2021;30/06/2021;26;0
30;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1974;47;13/08/1974;0;SALAMANCA;1;28806;Alcalá De Henares;1;0;ARBITRO;PREFERENTE;0;1;0;ALCALA DE HENARES;;;;JEFE DE INSTALACIONES;1991;01/01/1991;17;2014;30/06/2014;40;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;25/11/1993;1;MADRID;1;28341;Valdemoro;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2010;15/12/2010;17;2015;30/06/2015;22;0
21;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1977;44;19/05/1977;0;PALENCIA;1;28012;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;INFORMATICO;2000;22/08/2000;23;2014;30/06/2014;37;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;24/04/1993;1;LEGANES;1;28903;Getafe;1;0;ARBITRO;EXCEDENCIA JUVENIL;1;0;0;MADRID;;;;;2012;13/04/2012;19;2016;30/06/2016;23;0
25;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;20/09/1978;1;MADRID;1;28804;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;1996;01/02/1996;18;2014;30/06/2014;36;0
24;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1981;40;09/01/1981;1;MADRID;1;28033;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;;;ESTUDIANTE;1997;01/02/1997;16;2014;30/06/2014;33;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;19/06/2002;1;MADRID;1;28015;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;63;1.71;;2019;12/09/2019;17;;;;0
26;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1971;50;25/02/1971;1;MADRID;1;28027;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;PILOTO COMERCIAL;1995;01/03/1995;24;2014;30/06/2014;43;0
10;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1988;33;12/02/1988;0;MELILLA;1;28039;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2011;26/10/2011;23;2014;30/06/2014;26;0
14;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1990;31;30/03/1990;1;MADRID;1;28021;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;;;Sanitario;2007;01/10/2007;17;;;;0
23;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1978;43;12/09/1978;1;MADRID;1;28916;Leganés;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1998;01/02/1998;20;2014;30/06/2014;36;0
26;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1980;41;30/06/1980;1;MADRID;1;28024;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1995;01/03/1995;15;2014;30/06/2014;34;0
17;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1982;39;14/12/1982;0;SALAMANCA;1;28923;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2004;26/02/2004;22;2014;30/06/2014;32;0
16;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1985;36;;1;MADRID;1;28941;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2005;06/10/2005;20;2014;30/06/2014;29;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;1998;23;27/04/1998;1;MADRID;1;28822;Coslada;1;0;ARBITRO;TERCERA REGIONAL;0;1;0;ALCALA DE HENARES;;70;172;Consultor informático;2018;14/09/2018;20;;;;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1994;27;22/08/1994;1;MADRID;1;28025;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2010;02/11/2010;16;2014;30/06/2014;20;0
6;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1993;28;03/04/1993;1;MADRID;1;28770;Colmenar Viejo;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;73;180;GUIA TURÍSTICO EN EUROPA;2015;27/10/2015;22;2018;30/06/2018;25;0
15;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1984;37;05/08/1984;1;MADRID;1;28691;Villanueva De La Cañada;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;75;177;PROFESOR;2006;07/04/2006;22;2019;01/09/2019;35;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;26/02/1992;1;LEGANES;1;28916;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2010;22/03/2010;18;2014;30/06/2014;22;0
12;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1989;32;27/07/1989;1;MADRID;1;28350;Ciempozuelos;1;0;ARBITRO;JUVENIL;0;0;1;ARANJUEZ;;;;ESTUDIANTE;2009;02/12/2009;20;2014;30/06/2014;25;0
28;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1974;47;29/07/1974;1;MADRID;1;28022;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/01/1993;19;2014;30/06/2014;40;0
4;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1998;23;16/02/1998;0;BADAJOZ;1;28003;Madrid;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;65;175;ESTUDIANTE;2017;17/03/2017;19;;;;1
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;24/11/1999;1;MADRID;1;28944;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;66;173;;2019;09/10/2019;20;;;;0
24;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1973;48;17/08/1973;1;MADRID;1;28027;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;ESTUDIANTE;1997;01/02/1997;24;2014;30/06/2014;41;0
14;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1992;29;05/06/1992;1;MADRID;1;28003;Madrid;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;2007;01/10/2007;15;2020;30/06/2020;28;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1992;29;10/08/1992;1;MADRID;1;28260;Galapagar;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;12/07/2019;27;;;;0
20;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1975;46;03/03/1975;1;MADRID;1;28937;Móstoles;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;OPTICO;2001;22/02/2001;26;2014;30/06/2014;39;0
4;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2003;18;09/04/2003;1;MADRID;1;28053;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2017;20/11/2017;14;;;;0
12;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1989;32;26/03/1989;1;MADRID;1;28053;Madrid;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;2009;01/10/2009;20;2018;30/06/2018;29;0
14;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1983;38;03/03/1983;1;MADRID;1;28802;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2007;01/02/2007;24;2014;30/06/2014;31;0
7;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1991;30;26/08/1991;0;SIBIU;1;28864;Ajalvir;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2014;30/10/2014;23;2017;30/06/2017;26;0
4;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1995;26;22/06/1995;0;GUAYAQUIL;1;28038;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2017;----------;22;2018;30/06/2018;23;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1997;24;26/01/1997;1;MADRID;1;28670;Villaviciosa De Odón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;78;188;;2019;12/09/2019;22;;;;0
4;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1991;30;31/08/1991;1;MADRID;1;28942;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;66;1.68;Militar ;2017;20/11/2017;26;2020;30/06/2020;29;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1999;22;24/02/1999;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2016;05/04/2016;17;;;;1
30;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1973;48;18/05/1973;1;MADRID;1;28034;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;CONSULTOR ENPROGRAMACION;1991;01/04/1991;18;2014;30/06/2014;41;0
20;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1977;44;04/10/1977;1;MADRID;1;28023;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;2001;22/02/2001;24;2014;30/06/2014;37;0
8;1;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1995;26;12/08/1995;1;MADRID;1;28045;Madrid;1;0;ARBITRO;TERCERA RFEF;1;0;0;MADRID;;;;;2013;04/11/2013;18;;;;1
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;26/08/1999;1;ALCORCON;1;28925;Alcorcón;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;24/01/2019;20;;;;0
29;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1973;48;03/03/1973;1;MADRID;1;28043;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;;;ESTUDIANTE;1992;01/01/1992;19;2014;30/06/2014;41;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2000;21;10/12/2000;1;MADRID;1;28033;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;67;174;;2019;03/10/2019;19;;;;0
18;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1971;50;28/02/1971;0;CIRCASIA QU-COLOMBIA;1;28805;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ENCARGADO DE OBRA;2003;26/06/2003;32;2014;30/06/2014;43;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1979;42;16/10/1979;1;MADRID;1;28916;Leganés;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;MILITAR;1999;22/11/1999;20;2014;30/06/2014;35;0
14;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1992;29;30/07/1992;1;MADRID;1;28021;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;75;1.8;MILITAR;2007;01/10/2007;15;;;;0
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1984;37;22/07/1984;0;ESPAÑA;1;28037;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2012;28/09/2012;28;2014;30/06/2014;30;0
9;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1994;27;20/11/1994;0;MARRUECOS;1;19200;Azuqueca de Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;70;1.83;;2012;01/10/2012;18;2019;30/06/2019;25;0
21;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1974;47;03/10/1974;1;MADRID;1;28026;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;METAL;2000;20/06/2000;26;2014;30/06/2014;40;0
11;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1984;37;19/01/1984;0;TOLEDO;1;45200;Illescas;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;COMERCIAL;2010;02/11/2010;26;2014;30/06/2014;30;0
4;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1998;23;15/08/1998;1;MADRID;1;28043;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2017;20/11/2017;19;;;;1
20;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1978;43;01/04/1978;1;MADRID;1;28936;Móstoles;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2001;13/02/2001;23;2014;30/06/2014;36;0
7;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1996;25;07/06/1996;1;MADRID;1;28938;Móstoles;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2014;26/06/2014;18;2020;30/06/2020;24;1
23;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1978;43;10/01/1978;1;MADRID;1;28033;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ING. TECNICO;1998;01/02/1998;20;2014;30/06/2014;36;0
6;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1998;23;15/05/1998;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;175;60;;2015;27/10/2015;17;;;;0
6;1;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1999;22;02/02/1999;1;MADRID;1;28100;Alcobendas;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;60;160;estudiante;2015;27/10/2015;16;;;;0
4;0;5;0;0;0;0;1;0;0;0;0;0;1;MASCULINO;1991;30;24/05/1991;0;CIUDAD REAL;1;28045;Madrid;0;1;ARBITRO ASISTENTE;A.A. 3ª RFEF;1;0;0;MADRID;;60;170;;2017;25/07/2017;26;2021;30/06/2021;30;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;MASCULINO;1997;24;25/07/1997;1;MADRID;1;28017;Madrid;1;0;ARBITRO;TERCERA REGIONAL;1;0;0;MADRID;;68;1.71;;2018;19/02/2018;21;;;;0
28;0;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1973;48;25/12/1973;1;MADRID;1;28013;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;ESTUDIANTE;1993;01/12/1993;20;2014;30/06/2014;41;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;2002;19;13/08/2002;1;MADRID;1;28035;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;67;172;;2019;03/10/2019;17;;;;0
22;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1981;40;25/02/1981;1;MADRID;1;28038;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;ESTUDIANTE;1999;29/04/1999;18;2014;30/06/2014;33;0
25;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1972;49;08/04/1972;1;MADRID;1;28022;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;1996;01/03/1996;24;2014;30/06/2014;42;0
2;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1999;22;05/11/1999;0;ECUADOR;1;28942;Fuenlabrada;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2019;12/07/2019;20;2021;30/06/2021;22;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2002;19;06/07/2002;1;MADRID;1;28342;Valdemoro;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;53;1.7;;2018;15/11/2018;16;;;;0
25;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1974;47;20/08/1974;0;VILLANUEVA DE LA REI;1;28026;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;CAMARERO;1996;01/02/1996;22;2014;30/06/2014;40;0
22;0;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1977;44;21/05/1977;0;MANISES (VALENCIA);1;28803;Alcalá De Henares;1;0;ARBITRO;JUVENIL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;1999;30/01/1999;22;2014;30/06/2014;37;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;1997;24;16/04/1997;1;MADRID;1;28041;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;64;162;Enfermera;2019;03/10/2019;22;;;;0
8;1;6;0;0;0;0;0;1;0;0;0;0;1;MASCULINO;1997;24;23/07/1997;1;MADRID;1;28031;Madrid;1;0;ARBITRO;PREFERENTE;1;0;0;MADRID;;;;Ingeniero Aeroespacial;2013;04/11/2013;16;;;;0
5;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;2001;20;12/03/2001;1;ALCALA HENARES (MAD);1;28880;Meco;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;80;1.82;;2016;14/12/2016;15;;;;0
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1991;30;01/09/1991;1;LEGANES(MADRID);1;28342;Valdemoro;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;85;1.87;ESTUDIANTE;2010;15/12/2010;19;2019;30/06/2019;28;0
13;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1982;39;08/04/1982;1;(MADRID);1;28041;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2008;02/02/2008;26;2014;30/06/2014;32;0
25;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1974;47;26/04/1974;1;MADRID;1;28940;Fuenlabrada;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ENCARGADO CAMARAS;1996;01/03/1996;22;2014;30/06/2014;40;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;FEMENINO;2002;19;03/11/2002;1;MADRID;1;28038;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;55;1.69;ESTUDIANTE;2019;12/07/2019;17;;;;0
10;1;3;0;0;1;0;0;0;0;0;0;0;1;MASCULINO;1993;28;20/11/1993;1;MADRID;1;28032;Madrid;0;1;ARBITRO ASISTENTE;A.A. 1ª RFEF;1;0;0;MADRID;;;;;2011;27/07/2011;18;;;;0
13;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1988;33;25/01/1988;0;CACERES;1;28330;San Martín De La Vega;1;0;ARBITRO;SEGUNDA REGIONAL;0;0;1;ARANJUEZ;;;;ADMINISTRATIVO;2008;18/11/2008;20;2014;30/06/2014;26;0
5;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1994;27;07/01/1994;1;MADRID;1;28500;Arganda Del Rey;1;0;ARBITRO;EXCEDENCIA JUVENIL;0;1;0;ALCALA DE HENARES;;;;;2016;27/04/2016;22;2018;30/06/2018;24;0
10;1;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1979;42;04/09/1979;1;MADRID;1;28024;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;86;1.83;Vigilante de Seguridad;2011;27/07/2011;32;;;;0
9;0;10;0;0;0;0;0;0;0;0;0;1;1;MASCULINO;1994;27;18/11/1994;0;ALFARO;1;28019;Madrid;1;0;ARBITRO;JUVENIL;1;0;0;MADRID;;;;;2012;13/04/2012;18;2015;30/06/2015;21;0
11;1;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1993;28;14/10/1993;1;MADRID;1;28031;Madrid;1;0;ARBITRO;PRIMERA AFICIONADOS;1;0;0;MADRID;;;;;2010;02/11/2010;17;;;;0
7;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1993;28;04/12/1993;1;MADRID;1;28038;Madrid;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;64;1.73;;2014;26/06/2014;21;2018;30/06/2018;25;0
14;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1976;45;03/09/1976;1;MADRID;1;28923;Alcorcón;1;0;ARBITRO;SEGUNDA REGIONAL;1;0;0;MADRID;;;;FUNCIONARIO;2007;22/02/2007;31;2010;30/06/2010;34;0
15;0;7;0;0;0;0;0;0;1;0;0;0;1;MASCULINO;1983;38;16/08/1983;0;POLONIA;0;28041;Madrid;1;0;ARBITRO;EXCEDENCIA PRIMERA AFICIONADOS;1;0;0;MADRID;;;;ESTUDIANTE;2006;13/09/2006;23;2014;30/06/2014;31;0
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1992;29;03/12/1992;1;MADRID;1;28890;Loeches;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;65;1.8;;2010;01/10/2010;18;2019;30/06/2019;27;0
21;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1984;37;30/10/1984;1;MADRID;1;28806;Alcalá De Henares;1;0;ARBITRO;SEGUNDA REGIONAL;0;1;0;ALCALA DE HENARES;;;;ESTUDIANTE;2000;21/01/2000;16;2014;30/06/2014;30;0
11;0;8;0;0;0;0;0;0;0;1;0;0;1;MASCULINO;1993;28;15/03/1993;1;MADRID;1;28701;San Sebastián De Los Reyes;1;0;ARBITRO;EXCEDENCIA SEGUNDA REGIONAL;1;0;0;MADRID;;;;;2010;01/07/2010;17;2017;30/06/2017;24;0
